# Rime user dictionary
#@/db_name	terra_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.1
#@/tick	1776
#@/user_id	10eb7508-e167-4823-8968-7521df318d50
ming2 zhu1 	明珠	c=1 d=1 t=368
mo2 shi4 	模式	c=2 d=1.79245 t=779
mo4 sheng1 ren2 	陌生人	c=1 d=1 t=1505
mou2 li4 	牟利	c=1 d=1 t=1195
mu4 di4 	目的	c=1 d=1 t=929
mu4 lu4 	目錄	c=1 d=1 t=66
na2 	拿	c=1 d=1 t=1189
na3 ge5 	哪個	c=5 d=1.34012 t=1580
na4 	那	c=2 d=1.90484 t=1611
na4 ge5 	那個	c=6 d=3.20858 t=1059
na4 shi4 	那是	c=2 d=1.27943 t=1518
nan2 	南	c=0 d=0.1 t=281
nan2 	難	c=2 d=1.99501 t=1309
nan2 dao4 	難道	c=1 d=1 t=1366
nan2 feng1 chuang1 	南風窗	c=7 d=6.38636 t=60
nan2 shu1 fang2 	南書房	c=1 d=1 t=282
nao3 tu2 	腦圖	c=1 d=1 t=358
nao3 zi5 	腦子	c=1 d=1 t=1441
ne5 	呢	c=4 d=1.38886 t=1776
nei4 	內	c=1 d=1 t=1644
ni2 hong2 	霓虹	c=0 d=0.1 t=1110
ni2 hong2 jing1 	霓虹精	c=1 d=1 t=1111
ni3 	你	c=9 d=2.89235 t=1465
ni3 hao3 	你好	c=1 d=1 t=411
ni3 kan1 	你看	c=0 d=0.1 t=1652
ni3 kan1 ji1 huo4 ke3 ju1 hu4 kou3 kuang4 ke4 ji4 lu4 ju4 liao3 jie3 	你看奇貨可居戶口曠課記錄據瞭解	c=1 d=1 t=1653
ni3 men5 	你們	c=6 d=2.82914 t=1528
ni3 men5 a5 	你們啊	c=1 d=1 t=1314
ni3 men5 hao3 	你們好	c=1 d=1 t=1493
nian2 	年	c=4 d=0.416796 t=1272
nian2 qing1 ren2 	年輕人	c=2 d=1.0131 t=1004
nian2 qing1 yi1 dai4 	年輕一代	c=1 d=1 t=206
ning2 nan2 	寧南	c=0 d=0.1 t=1113
ning2 nan2 shan1 	寧南山	c=1 d=1 t=1114
nv3 xing4 	女性	c=1 d=1 t=229
o1 	噢	c=2 d=1.03491 t=1664
ou1 zhou1 	歐洲	c=1 d=1 t=265
pa4 sha2 	怕啥	c=1 d=1 t=1393
pang4 zi5 	胖子	c=1 d=1 t=1507
pei2 	陪	c=1 d=1 t=1716
pei4 	佩	c=0 d=0.1 t=1649
peng2 you3 	朋友	c=1 d=1 t=1503
peng4 dao4 	碰到	c=1 d=1 t=180
pi1 ping2 	批評	c=1 d=1 t=1187
piao1 liu2 	漂流	c=3 d=2.81982 t=512
piao1 liu2 ji4 	漂流記	c=2 d=1.84366 t=514
pin3 pai2 	品牌	c=1 d=1.17474 t=1208
pin3 pai2 ji4 hua4 	品牌計劃	c=1 d=1 t=1205
ping2 lun4 	評論	c=2 d=1.09778 t=559
po4 jie3 	破解	c=3 d=1.14242 t=1654
pu3 jing1 	普京	c=1 d=1 t=208
pu3 tong1 	普通	c=1 d=1 t=285
qi1 	期	c=4 d=1.66282 t=1125
qi1 ba1 	七八	c=0 d=0.1 t=1396
qi1 ba1 shi2 	七八十	c=1 d=1 t=1397
qi1 wu3 shi4 	七武士	c=1 d=1 t=482
qi2 	齊	c=0 d=0.1 t=1649
qi2 ta1 	其他	c=3 d=2.01806 t=1740
qi3 dong4 	啓動	c=1 d=1 t=507
qi3 dong4 qi4 	起動器	c=1 d=1 t=506
qi4 	器	c=1 d=1 t=510
qi4 che1 	汽車	c=1 d=0.500517 t=1408
qi4 che1 zhan4 	汽車站	c=1 d=1 t=1683
qian1 ru4 	嵌入	c=1 d=1 t=659
qian2 bao1 	錢包	c=1 d=1 t=1658
qian2 che1 	前車	c=0 d=0.1 t=685
qian2 che1 zhi1 jian4 	前車之鑑	c=1 d=1 t=686
qian2 duan4 	前段	c=1 d=1 t=601
qiang2 	強	c=1 d=1 t=1584
qiang2 	牆	c=1 d=1 t=1099
qiang2 nei4 	牆內	c=1 d=1 t=1762
qiang2 zhi4 	強制	c=1 d=1 t=12
qie3 man4 	且慢	c=1 d=1 t=198
qin1 qi1 	親戚	c=1 d=1 t=1502
qing1 chao2 	清朝	c=2 d=1.99501 t=476
qing1 nian2 bao4 	青年報	c=1 d=1 t=673
qing1 zhen1 	清真	c=1 d=1 t=1601
qing3 	請	c=2 d=1.00295 t=1743
qing3 wen4 	請問	c=1 d=1 t=1047
qu1 kuai4 	區塊	c=0 d=0.1 t=171
qu1 kuai4 lian4 	區塊鏈	c=1 d=1 t=172
qu3 guan1 	取關	c=1 d=1 t=1181
qu4 	去	c=3 d=1.21665 t=1713
quan2 bu4 	全部	c=1 d=1 t=1424
quan2 li4 	權力	c=1 d=1 t=307
quan2 qiu2 	全球	c=7 d=2.90859 t=244
quan2 shi4 	全是	c=1 d=1 t=1468
que4 ding4 xing4 	確定性	c=1 d=1 t=281
qun2 	羣	c=1 d=1 t=902
qun2 zu3 	羣組	c=1 d=1 t=837
ran2 hou4 	然後	c=1 d=1 t=530
rang4 	讓	c=4 d=2.00189 t=1679
ren2 	人	c=7 d=1.62873 t=1687
ren2 gu4 you3 yi1 si3 	人固有一死	c=1 d=1 t=1280
ren2 jia1 	人家	c=2 d=1.37344 t=1394
ren2 jian1 	人間	c=4 d=3.31312 t=401
ren2 kou3 	人口	c=1 d=1 t=287
ren2 lei4 	人類	c=1 d=1 t=182
ren2 min2 	人民	c=6 d=2.75222 t=1680
ren2 min2 ri4 bao4 	人民日報	c=2 d=1.98511 t=335
ren2 ming2 	人名	c=1 d=1 t=1119
ren2 sheng1 	人生	c=1 d=1 t=1462
ren2 wu4 	人物	c=1 d=1 t=219
ri4 yu3 	日語	c=4 d=1.05615 t=1132
ru2 guo3 	如果	c=6 d=1.12651 t=1552
ru2 he2 	如何	c=6 d=2.013 t=1752
ru2 tong2 	如同	c=0 d=0.1 t=1107
ruan3 jian4 	軟件	c=3 d=2.48918 t=621
ruan3 yi1 feng1 	阮一峯	c=1 d=1 t=1725
ruo4 xiao3 	弱小	c=1 d=1 t=758
san1 kuai4 	三塊	c=1 d=1 t=254
san1 lian2 	三聯	c=2 d=1.9802 t=1126
sha3 bi1 	傻逼	c=1 d=1 t=426
shai1 xuan3 	篩選	c=1 d=1 t=1421
shan1 	山	c=0 d=0.1 t=1113
shan1 dong1 	山東	c=1 d=1 t=904
shan3 xi1 	陝西	c=4 d=2.1894 t=1749
shan4 	善	c=0 d=0.1 t=1405
shan4 lin2 jin1 rong2 	善林金融	c=2 d=1.99501 t=1407
shang1 	商	c=1 d=1 t=273
shang4 	上	c=9 d=1.0955 t=1640
shang4 bai3 	上百	c=1 d=1 t=359
shang4 ban1 	上班	c=0 d=0.1 t=1103
shang4 da4 xue2 	上大學	c=1 d=1 t=1401
shang4 hai3 	上海	c=3 d=1.0155 t=1337
shang4 jie1 	上街	c=0 d=0.1 t=1711
shang4 jie1 gan3 ji2 	上街趕集	c=1 d=1 t=1712
shang4 tai2 	上臺	c=6 d=5.76246 t=25
shao1 	燒	c=1 d=1 t=1369
shao2 	韶	c=1 d=1 t=406
shao3 le5 	少了	c=2 d=1.00387 t=1163
shao4 	𠣫	c=1 d=1 t=404
she4 bao3 	社保	c=1 d=1 t=1418
she4 xiang4 tou2 	攝像頭	c=1 d=1 t=799
shen1 	申	c=1 d=1 t=272
shen1 hua4 	深化	c=1 d=1 t=122
shen1 qing3 	申請	c=2 d=1.66698 t=1656
shen1 zhen4 	深圳	c=1 d=1 t=360
shen2 me5 	什麼	c=8 d=1.98471 t=1703
shen2 me5 yong4 	什麼用	c=1 d=1 t=472
shen4 zhi4 	甚至	c=1 d=1 t=1459
sheng1 huo2 	生活	c=0 d=0.1 t=1122
sheng1 huo2 zhou1 kan1 	生活週刊	c=2 d=1.9802 t=1127
sheng1 ri4 kuai4 le4 	生日快樂	c=0 d=0.1 t=460
sheng1 yin1 	聲音	c=1 d=1 t=96
sheng4 xia5 	剩下	c=1 d=1 t=1027
shi1 ren2 	詩人	c=1 d=1 t=220
shi1 xu4 	失序	c=1 d=1 t=237
shi1 ya1 	施壓	c=1 d=1 t=1389
shi2 	十	c=0 d=0.1 t=1396
shi2 dai4 	時代	c=2 d=1.04482 t=1257
shi2 hou4 	時候	c=1 d=1 t=1567
shi2 jian1 	時間	c=2 d=1.00517 t=1655
shi2 ju2 	時局	c=1 d=1 t=107
shi2 ming2 	實名	c=1 d=1 t=792
shi2 shi2 	實時	c=1 d=1 t=795
shi2 xian4 	實現	c=3 d=2.0036 t=967
shi3 wo3 	使我	c=1 d=1 t=1482
shi3 yong4 	使用	c=6 d=1.11371 t=1365
shi4 	是	c=26 d=2.93965 t=1736
shi4 bie2 	識別	c=2 d=1.96561 t=771
shi4 bu4 shi4 	是不是	c=1 d=1 t=1593
shi4 fou3 	是否	c=1 d=1 t=863
shi4 ge4 	是個	c=1 d=1 t=79
shi4 ji4 	世紀	c=0 d=0.1 t=360
shi4 ji4 zhi1 chuang1 	世紀之窗	c=2 d=1.99501 t=362
shi4 jie4 	世界	c=1 d=1 t=201
shi4 qing2 	事情	c=1 d=1 t=1267
shi4 sha2 	是啥	c=1 d=1 t=1663
shi4 tu2 	視圖	c=1 d=1 t=572
shi4 ye4 	事業	c=1 d=1 t=1546
shou3 	首	c=1 d=1 t=349
shou3 ce4 	手冊	c=1 d=1 t=321
shou3 ji1 	手機	c=1 d=1 t=791
shou3 jiu4 	守舊	c=1 d=1 t=163
shu1 	書	c=0 d=0.1 t=1404
shu1 fang1 	書坊	c=1 d=1 t=1727
shu1 fang2 	書房	c=0 d=0.1 t=281
shu1 ji2 	書籍	c=1 d=1 t=311
shu1 ru4 	輸入	c=1 d=1 t=524
shu1 ru4 kuang1 	輸入框	c=1 d=1 t=522
shu3 yu2 	屬於	c=1 d=1 t=1631
shu4 ju4 	數據	c=1 d=0.120754 t=1676
shu4 wei4 ban3 	數位板	c=1 d=1 t=832
shu4 xue2 	數學	c=2 d=2.04558 t=912
shu4 xue2 jiao4 yu4 	數學教育	c=1 d=1 t=828
shu4 zi4 	數字	c=1 d=1 t=635
shuang1 yu2 	雙魚	c=1 d=1 t=916
shuang1 yu3 	雙語	c=1 d=1 t=917
shuang3 	爽	c=1 d=1 t=1771
shui2 	誰	c=2 d=1.3588 t=1321
shui3 jun1 	水軍	c=0 d=0.1 t=435
shui3 jun1 ma5 	水軍嗎	c=1 d=1 t=436
shun4 bian4 	順便	c=1 d=1 t=543
shuo1 	說	c=5 d=1.28313 t=1513
shuo1 ming2 	說明	c=2 d=1.11025 t=485
si1 	糹	c=4 d=1.58488 t=1303
si1 xiang3 jia1 	思想家	c=1 d=1 t=245
si1 xiang3 jie4 	思想界	c=1 d=1 t=257
si3 yu2 	死於	c=2 d=1.9802 t=1286
si4 ge4 	四個	c=1 d=1 t=128
si4 ji2 	四級	c=1 d=1 t=1307
song4 dao4 	送到	c=1 d=1 t=532
sou1 su4 	搜素	c=1 d=1 t=3
sou1 suo3 	搜索	c=9 d=1.38857 t=1638
su1 zhou1 	蘇州	c=6 d=4.10932 t=1355
su1 zhou1 bo2 wu4 guan3 	蘇州博物館	c=2 d=1.99501 t=371
sui1 ran2 	雖然	c=1 d=1 t=1066
suo3 	所	c=1 d=1 t=179
suo3 yi3 	所以	c=2 d=0.235189 t=1318
suo3 yi3 ma5 	所以嘛	c=1 d=1 t=1319
suo3 you3 	所有	c=1 d=1 t=881
tai2 	臺	c=1 d=1 t=1237
tai4 hu2 	太湖	c=0 d=0.1 t=412
tai4 hu2 zhi1 shang4 	太湖之上	c=1 d=1 t=413
tai4 shan1 	泰山	c=1 d=1 t=1283
tao2 bao3 	淘寶	c=1 d=1 t=373
tao3 lun4 	討論	c=1 d=1 t=1461
te4 bie2 	特別	c=2 d=1.0073 t=1151
te4 jing3 	特警	c=0 d=0.1 t=1687
te4 jing3 de5 	特警的	c=1 d=1 t=1688
te4 lang3 pu3 	特朗普	c=3 d=2.25652 t=246
te4 wu4 	特務	c=0 d=0.1 t=1274
te4 yi4 	特意	c=1 d=1 t=735
teng2 xun4 	騰訊	c=1 d=1 t=1198
ti1 le5 	踢了	c=1 d=1 t=1444
ti2 qian2 	提前	c=2 d=1.05156 t=1368
ti3 xi4 	體系	c=0 d=0.1 t=60
tian1 jia1 	添加	c=2 d=1.74453 t=1083
tian1 qi4 	天氣	c=1 d=1 t=494
tiao2 ji1 	條几	c=1 d=1 t=1316
tiao2 jian4 	條件	c=1 d=1 t=937
ting1 shuo1 	聽說	c=0 d=0.1 t=1165
ting1 shuo1 guo4 	聽說過	c=1 d=1 t=1166
ting2 zai4 	停在	c=1 d=1 t=1691
ting3 	挺	c=2 d=1.02423 t=1242
tong1 	通	c=0 d=0.1 t=1408
tong1 guo4 	通過	c=1 d=1 t=969
tong1 qi4 che1 	通汽車	c=1 d=1 t=1409
tong2 shi4 	同事	c=1 d=1 t=1501
tong2 xue2 	同學	c=1 d=1 t=1500
tong2 zhi4 	同志	c=1 d=1 t=1510
tou2 	投	c=1 d=1 t=1203
tou2 bu4 	頭部	c=1 d=1 t=155
tou2 hun1 	頭昏	c=0 d=0.1 t=1618
tou2 hun1 de5 ren2 	頭昏的人	c=1 d=1 t=1619
tou2 tiao2 	頭條	c=0 d=0.1 t=375
tou2 xiang4 	頭像	c=1 d=1 t=1467
tu2 shu1 	圖書	c=1 d=1 t=1476
tu3 	土	c=1 d=1 t=1100
tuan2 dui4 	團隊	c=1 d=1 t=116
wai4 bian1 	外邊	c=1 d=1 t=1692
wai4 jiao1 bu4 zhang3 	外交部長	c=1 d=1 t=1359
wai4 jiao1 shou3 wan4 	外交手腕	c=1 d=1 t=203
wang2 	亡	c=4 d=2.82638 t=626
wang2 	王	c=0 d=0.1 t=352
wang2 jian4 fang2 	王建房	c=1 d=1 t=353
wang2 jiang4 	王絳	c=3 d=2.96546 t=1333
wang2 le5 	亡了	c=1 d=1 t=633
wang2 yi4 	王毅	c=2 d=1.99005 t=1362
wang3 ye4 	網頁	c=5 d=2.00258 t=991
wang3 ye4 ban3 	網頁版	c=2 d=1.16613 t=1292
wang3 yi4 	網易	c=1 d=1.00024 t=1606
wang3 yi4 yun2 yin1 yue4 	網易雲音樂	c=2 d=1.99501 t=399
wang3 zhan4 	網站	c=4 d=1.01238 t=1774
wei1 bo2 	微薄	c=7 d=2.43235 t=804
wei1 xin4 	微信	c=3 d=1.47742 t=1697
wei2 du4 	維度	c=1 d=1 t=129
wei2 ji1 	維基	c=6 d=2.13892 t=934
wei2 ji1 bai3 ke1 	維基百科	c=3 d=2.84232 t=994
wei2 ji1 ci2 dian3 	維基詞典	c=1 d=1 t=317
wei4 	爲	c=3 d=1.94807 t=1193
wei4 ji1 	餵雞	c=0 d=0.1 t=987
wei4 ji1 bai3 ke1 	餵雞百科	c=1 d=1 t=988
wei4 lai2 	未來	c=1 d=1 t=113
wei4 shen2 me5 	爲什麼	c=3 d=1.06207 t=802
wen2 	文	c=2 d=1.09255 t=786
wen2 hua4 	文化	c=1 d=1 t=252
wen2 jian4 	文件	c=1 d=1 t=726
wen2 ti3 	文體	c=4 d=3.81158 t=1357
wen2 zai4 yin2 	文在寅	c=1 d=1 t=202
wen2 zhang1 	文章	c=2 d=1.96079 t=57
wen4 ti2 	問題	c=3 d=1.66578 t=1090
wen4 wo3 	問我	c=1 d=1 t=1522
wo3 	我	c=7 d=1.59366 t=1717
wo3 dao4 shi4 	我倒是	c=1 d=1 t=1222
wo3 jue2 de2 	我覺得	c=1 d=1 t=299
wo3 men5 	我們	c=2 d=1.7788 t=1053
wo3 shuo1 	我說	c=1 d=1 t=1523
wu2 	唔	c=1 d=1 t=1000
wu2 	無	c=0 d=0.1 t=1608
wu2 fa3 	無法	c=2 d=1.26982 t=838
wu2 shi4 	無視	c=1 d=1 t=1211
wu2 xiang3 ying4 	無響應	c=2 d=1.99501 t=1610
wu3 mao2 	五毛	c=1 d=1 t=430
xi2 ji2 	襲擊	c=1 d=1 t=1485
xi2 jin4 ping2 	習近平	c=1 d=1 t=322
xi3 huan1 	喜歡	c=1 d=1 t=1259
xia4 men2 	廈門	c=1 d=1 t=1109
xia4 mian4 	下面	c=1 d=1 t=1184
xia4 yi2 ge5 	下一個	c=1 d=1 t=674
xia4 zai3 	下載	c=7 d=2.13875 t=1009
xian1 	先	c=2 d=1.47473 t=1569
xian3 shi4 	顯示	c=1 d=1 t=1073
xian4 	縣	c=3 d=1.91958 t=1751
xian4 dai4 han4 yu3 	現代漢語	c=1 d=1 t=913
xian4 du4 	限度	c=1 d=1 t=205
xian4 zai4 	現在	c=5 d=1.89742 t=1214
xiang1 cun1 	鄉村	c=1 d=1 t=119
xiang1 shou3 	相守	c=1 d=1 t=226
xiang1 shui3 	香水	c=5 d=3.60306 t=400
xiang1 shui3 you3 du2 	香水有毒	c=3 d=2.95101 t=410
xiang3 	想	c=2 d=1.03255 t=1628
xiang3 ying4 	響應	c=0 d=0.1 t=1608
xiao1 xi2 	消息	c=1 d=1 t=657
xiao3 	小	c=0 d=0.1 t=1076
xiao3 de5 	曉得	c=1 d=1.02618 t=999
xiao3 de5 e3 	曉得噁	c=1 d=1 t=732
xiao3 ji1 dong4 	小激動	c=1 d=1 t=1077
xiao3 jie3 	小姐	c=0 d=0.199501 t=1378
xiao3 jie3 jie1 	小姐接	c=1 d=1 t=1378
xiao3 jie3 jie3 	小姐姐	c=2 d=1.63763 t=1469
xiao3 zhu1 	小豬	c=0 d=0.1 t=1649
xiao3 zhu1 pei4 qi2 	小豬佩齊	c=1 d=1 t=1650
xiao4 fang1 	校方	c=1 d=1.09704 t=1388
xiao4 fang1 gong1 kai1 	校方公開	c=1 d=1 t=1383
xiao4 you3 	校友	c=1 d=1 t=483
xie2 yi4 	協議	c=1 d=1 t=833
xin1 	新	c=1 d=1.06805 t=193
xin1 	鑫	c=1 d=1 t=1506
xin1 ban3 	新版	c=1 d=1 t=743
xin1 wen2 	新聞	c=1 d=1 t=1231
xin1 wen2 lian2 bo1 	新聞聯播	c=1 d=1 t=1161
xin1 zhen4 rong2 	新陣容	c=1 d=1 t=117
xin4 	信	c=1 d=1 t=1323
xin4 xi2 	信息	c=3 d=1.13276 t=1387
xin4 xin1 	信心	c=1 d=1 t=110
xing2 	行	c=1 d=1 t=1233
xing2 rong2 	形容	c=1 d=1 t=1770
xing2 wei2 	行爲	c=1 d=1 t=1676
xing4 qin1 	性侵	c=1 d=1 t=1391
xiu1 gai3 	修改	c=1 d=1 t=1031
xiu1 xi2 	休息	c=1 d=1 t=850
xu1 ya4 	需訝	c=1 d=1 t=1374
xu1 yao1 	需要	c=2 d=1.20089 t=1375
xu4 	續	c=0 d=0.1 t=852
xu4 yi1 miao3 	續一秒	c=1 d=1 t=853
xuan3 ge4 	選個	c=1 d=1 t=691
xue1 tou2 	噱頭	c=1 d=1 t=249
xue2 sheng1 	學生	c=2 d=1.60351 t=1486
xue2 xi2 	學習	c=5 d=1.03745 t=1708
xue3 xie2 	雪鞋	c=1 d=1 t=662
ya3 si1 	雅思	c=3 d=2.89843 t=1377
ya4 	訝	c=1 d=1 t=584
ya5 	呀	c=1 d=1 t=583
yan2 jiu4 sheng1 	研究生	c=1 d=1 t=178
yan2 se4 	顏色	c=1 d=1 t=1095
yang1 hang2 	央行	c=1 d=1 t=190
yang1 shi4 	央視	c=1 d=1 t=1209
yang2 mou2 	陽謀	c=1 d=1 t=159
yao1 qing3 	邀請	c=1 d=1 t=1581
yao1 qiu2 	要求	c=1 d=1 t=1382
yao1 you3 	要有	c=1 d=1 t=1433
yao4 	要	c=5 d=1.52472 t=1669
yao4 jiu3 	藥酒	c=0 d=0.1 t=1153
ye3 	也	c=5 d=1.18096 t=1597
ye3 ke3 yi3 	也可以	c=1 d=1 t=1489
ye3 shi4 	也是	c=1 d=1 t=554
ye3 you3 	也有	c=1 d=1 t=134
ye4 mian4 	頁面	c=0 d=0.1 t=1066
ye4 mian4 shang4 	頁面上	c=1 d=1 t=1067
yi1 ban4 	一半	c=1 d=1 t=1017
yi1 dian3 	一點	c=1 d=1 t=1599
yi1 ge4 ren2 	一個人	c=2 d=1.32465 t=1471
yi1 lang3 	伊朗	c=1 d=1 t=677
yi1 miao3 	一秒	c=0 d=0.1 t=852
yi1 si3 	一死	c=0 d=0.1 t=1279
yi1 xia4 	一下	c=2 d=1.03388 t=1709
yi2 ge4 	一個	c=5 d=1.8701 t=1630
yi2 qie4 	一切	c=1 d=1 t=1542
yi3 hou4 	以後	c=2 d=1.18637 t=1613
yi3 jing1 	已經	c=4 d=2.3138 t=966
yi3 qian2 	以前	c=2 d=1.20393 t=1164
yi4 si5 	意思	c=3 d=1.49402 t=1623
yin1 wei4 	因爲	c=2 d=1.55156 t=953
yin1 yue4 	音樂	c=6 d=3.73048 t=1646
yin3 cang2 	隱藏	c=2 d=1.63763 t=839
ying1 gai1 	應該	c=4 d=1.46839 t=1735
ying1 yong4 	應用	c=1 d=1 t=414
ying1 yu3 	英語	c=3 d=2.9458 t=1304
ying2 jie1 	迎接	c=1 d=1 t=279
yong3 	永	c=1 d=1 t=222
yong3 gan3 	勇敢	c=1 d=1 t=278
yong3 shi4 	勇士	c=1 d=1 t=1772
yong4 	用	c=10 d=3.51685 t=1702
yong4 dao4 	用到	c=1 d=1 t=939
you1 hui4 	優惠	c=1 d=1 t=488
you1 ku4 	優酷	c=1 d=1 t=504
you1 ya3 	優雅	c=2 d=1.96079 t=718
you2 xiang1 	郵箱	c=5 d=0.799317 t=1455
you2 xiang1 hong1 zha4 ji1 	郵箱轟炸機	c=1 d=1 t=1456
you3 	有	c=12 d=1.88195 t=1737
you3 dao4 	有道	c=9 d=1.8761 t=1294
you3 dian3 	有點	c=1 d=1 t=1076
you3 du2 	有毒	c=0 d=0.1 t=400
you3 ge4 	有個	c=1 d=1 t=723
you3 ke3 neng2 	有可能	c=1 d=1 t=698
you3 li4 yu2 	有利於	c=1 d=1 t=1543
you3 mei2 you3 	有沒有	c=1 d=1 t=1495
you3 xie1 	有些	c=2 d=1.00275 t=1224
you4 	又	c=2 d=1.00058 t=1760
you4 jian4 	右鍵	c=4 d=3.80968 t=1063
you4 yi4 	右翼	c=6 d=5.76246 t=24
you4 zai4 	又在	c=1 d=1 t=803
yu3 	與	c=5 d=3.17311 t=313
yu3 yan2 	語言	c=2 d=1.66365 t=897
yu3 yin1 	語音	c=1 d=1 t=1635
yue4 du2 	閱讀	c=2 d=1.78401 t=779
yue4 du2 mo2 shi4 	閱讀模式	c=1 d=1 t=780
yue4 lai2 yue4 	越來越	c=0 d=0.1 t=71
yue4 lai2 yue4 gui4 	越來越貴	c=1 d=1 t=72
yue4 nan2 	越南	c=1 d=1 t=1754
yue4 xin1 	岳昕	c=1 d=1 t=1381
yun2 	雲	c=0 d=0.1 t=397
za2 zhi4 	雜誌	c=0 d=0.1 t=299
za2 zhi4 hui4 	雜誌惠	c=1 d=1 t=300
zai4 	在	c=13 d=1.21179 t=1682
zai4 ren2 jian1 	在人間	c=2 d=1.50158 t=540
zan4 shi2 	暫時	c=1 d=1 t=1014
zao3 dian3 	早點	c=1 d=1 t=849
zao3 jiu4 	早就	c=2 d=1.92312 t=632
zao3 zhuang1 	棗莊	c=1 d=1 t=905
zen3 me5 	怎麽	c=1 d=1 t=1445
zen3 yang4 	怎樣	c=1 d=1 t=120
zeng1 jia1 	增加	c=1 d=1 t=746
zhai2 	翟	c=1 d=1 t=221
zhai2 yong3 ming2 	翟永明	c=1 d=1 t=228
zhang1 	張	c=1 d=1 t=403
zhang1 shao2 han2 	張韶涵	c=3 d=2.87311 t=567
zhang3 zhe3 	長者	c=0 d=0.1 t=1312
zhang3 zhe3 shuo1 	長者說	c=1 d=1 t=1313
zhang4 hao4 	帳號	c=1 d=1 t=1102
zhao1 hun2 	招魂	c=1 d=1 t=1142
zhao1 mu4 	招募	c=1 d=1 t=1447
zhao3 dao4 	找到	c=2 d=1.17035 t=1065
zhao3 dao4 le5 	找到了	c=1 d=1 t=1058
zhe2 xue2 	哲學	c=1 d=0.102166 t=1404
zhe2 xue2 shu1 	哲學書	c=1 d=1 t=1405
zhe3 	者	c=1 d=1 t=852
zhe4 	這	c=1 d=1 t=811
zhe4 ge5 	這個	c=11 d=1.56079 t=1612
zhe4 jie4 	這屆	c=1 d=1 t=1253
zhe4 li3 	這裏	c=5 d=1.07817 t=1457
zhe4 liang3 	這兩	c=0 d=0.1 t=1269
zhe4 liang3 ren2 	這兩人	c=1 d=1 t=1270
zhe4 xie1 	這些	c=2 d=1.93239 t=470
zhe4 zhong3 	這種	c=1 d=1 t=696
zhen1 	真	c=0 d=0.1 t=1274
zhen1 de5 	真的	c=1 d=1 t=1160
zhen1 de5 ma5 	真的嗎	c=1 d=1 t=829
zhen1 hao3 	真好	c=1 d=1 t=1534
zhen1 shi2 	真實	c=1 d=1 t=1234
zhen1 shi4 	真是	c=1 d=1 t=1230
zhen1 te4 wu4 	真特務	c=1 d=1 t=1275
zhen4 	朕	c=5 d=3.72917 t=629
zhen4 rong2 	陣容	c=0 d=0.1 t=116
zheng3 ge5 	整個	c=1 d=1 t=440
zheng4 fu3 	政府	c=3 d=1.00151 t=1675
zheng4 yan3 	正眼	c=1 d=1 t=1539
zhi1 	之	c=1 d=1 t=274
zhi1 chi2 	支持	c=8 d=2.64265 t=1659
zhi1 chuang1 	之窗	c=0 d=0.1 t=360
zhi1 hou4 	之後	c=2 d=1.88692 t=1064
zhi1 hu1 	知乎	c=1 d=1 t=477
zhi1 jian4 	之鑑	c=0 d=0.1 t=685
zhi1 shang4 	之上	c=0 d=0.1 t=412
zhi2 jian3 	質檢	c=1 d=1 t=1212
zhi2 jie1 	直接	c=4 d=1.05698 t=1637
zhi3 chu1 	指出	c=0 d=0.1 t=1745
zhi3 chu1 lai2 	指出來	c=1 d=1 t=1746
zhi3 ling4 	指令	c=1 d=1 t=814
zhi3 neng2 	只能	c=1 d=1 t=604
zhi3 sang1 ma4 huai2 	指桑罵槐	c=1 d=1 t=1252
zhi3 shi4 	只是	c=2 d=1.99501 t=741
zhi3 xu1 	只需	c=1 d=1 t=1769
zhi3 you3 	只有	c=1 d=1 t=1071
zhi4 	智	c=0 d=0.10602 t=1744
zhi4 chu1 lai2 	智出來	c=1 d=1 t=1745
zhi4 li3 	治理	c=1 d=1.04005 t=243
zhi4 li3 ti3 xi4 	治理體系	c=1 d=1 t=61
zhong1 	中	c=3 d=1.14915 t=1082
zhong1 gong4 	中共	c=1 d=1 t=985
zhong1 guo2 	中國	c=7 d=3.10087 t=672
zhong1 wen2 	中文	c=6 d=2.88133 t=984
zhong1 xin1 	中心	c=5 d=4.68094 t=1358
zhong1 xing1 	中興	c=1 d=1 t=1141
zhong1 xuan1 bu4 	中宣部	c=3 d=1.73741 t=1435
zhong1 yang1 	中央	c=1 d=1 t=986
zhong1 ying1 	中英	c=1 d=1 t=1318
zhong1 yu2 	終於	c=1 d=1 t=1092
zhong3 zi3 	種子	c=1 d=1 t=331
zhong4 	重	c=1 d=1 t=1284
zhou1 	周	c=1 d=1 t=1328
zhou1 en1 lai2 	周恩來	c=3 d=1.09687 t=924
zhou1 jie2 lun2 	周杰倫	c=1 d=1 t=400
zhou1 kan1 	週刊	c=0 d=0.1 t=1122
zhou1 wei2 	周圍	c=1 d=1 t=1175
zhu3 ye4 	主頁	c=1 d=1 t=714
zhu4 ni3 	祝你	c=0 d=0.1 t=460
zhu4 ni3 sheng1 ri4 kuai4 le4 	祝你生日快樂	c=1 d=1 t=461
zhu4 shi4 	註釋	c=1 d=1 t=1734
zhuan1 lan2 	專欄	c=1 d=1 t=264
zhuan3 hua4 cheng2 	轉化成	c=1 d=1 t=884
